,Layer Names,Layer Types,Ni,Lr,Lc,Input Mem,Input Move?,Input Upsampling Ratio,No,Mr,Mc,Output Mem,Output Move?,Output Downsampling Ratio,Fr,Fc,Sr,Sc,Filter Upsampling Ratio,Filter Grouping,Filter Mem,Filter Move?,Bandwidth,Input Move,Output Move,Filter Move,Total Move Time,M,N,K,MACS,Serial Time,Parallel Time,Matrix Compute,Vector Compute,Total Compute
196,mixed6,Concatenate,768,12,12,110592,0,1,768,12,12,110592,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,144,768,84934656,3.456e-06,3.456e-06,0.0,3.456e-06,3.456e-06
197,conv2d_347,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
198,batch_normalization_347,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
199,activation_543,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
200,conv2d_348,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,7,1,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
201,batch_normalization_348,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
202,activation_544,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
203,conv2d_344,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
204,conv2d_349,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,1,7,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
205,batch_normalization_344,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
206,batch_normalization_349,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
207,activation_540,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
208,activation_545,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
209,conv2d_345,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,1,7,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
210,conv2d_350,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,7,1,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
211,batch_normalization_345,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
212,batch_normalization_350,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
213,activation_541,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
214,activation_546,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
215,average_pooling2d_34,AveragePooling2D,768,12,12,110592,0,1,768,12,12,110592,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,144,768,84934656,3.456e-06,3.456e-06,0.0,3.456e-06,3.456e-06
216,conv2d_343,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
217,conv2d_346,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,7,1,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
218,conv2d_351,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,1,7,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
219,conv2d_352,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
220,batch_normalization_343,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
221,batch_normalization_346,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
222,batch_normalization_351,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
223,batch_normalization_352,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
224,activation_539,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
225,activation_542,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
226,activation_547,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
227,activation_548,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
228,mixed7,Concatenate,768,12,12,110592,0,1,768,12,12,110592,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,144,768,84934656,3.456e-06,3.456e-06,0.0,3.456e-06,3.456e-06
229,conv2d_355,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
230,batch_normalization_355,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
231,activation_551,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
232,conv2d_356,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,1,7,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
233,batch_normalization_356,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
234,activation_552,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
235,conv2d_353,Conv2D,768,12,12,110592,0,1,192,12,12,27648,0,1,1,1,1,1,1,768,147456,1,147456,0.0,0.0,1.47456e-05,1.47456e-05,192,144,768,21233664,3.5481599999999996e-05,2.0736e-05,2.0736e-05,0.0,2.0736e-05
236,conv2d_357,Conv2D,192,12,12,27648,0,1,192,12,12,27648,0,1,7,1,1,1,1,192,258048,1,258048,0.0,0.0,2.58048e-05,2.58048e-05,192,144,1344,37158912,6.20928e-05,3.6288e-05,3.6288e-05,0.0,3.6288e-05
237,batch_normalization_353,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
238,batch_normalization_357,BatchNormalization,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,144,192,5308416,9.216e-07,8.64e-07,0.0,8.64e-07,8.64e-07
239,activation_549,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
240,activation_553,Activation,192,12,12,27648,0,1,192,12,12,27648,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,144,192,5308416,8.64e-07,8.64e-07,0.0,8.64e-07,8.64e-07
241,conv2d_354,Conv2D,192,12,12,27648,0,1,320,5,5,8000,0,2,3,3,2,2,1,192,552960,1,552960,0.0,0.0,5.5296e-05,5.5296e-05,320,144,1728,79626240,0.000133056,7.776e-05,7.776e-05,0.0,7.776e-05
242,conv2d_358,Conv2D,192,12,12,27648,0,1,192,5,5,4800,0,2,3,3,2,2,1,192,331776,1,331776,0.0,0.0,3.31776e-05,3.31776e-05,192,144,1728,47775744,7.983360000000001e-05,4.6656e-05,4.6656e-05,0.0,4.6656e-05
243,batch_normalization_354,BatchNormalization,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,960,1,960,0.0,0.0,9.6e-08,9.6e-08,320,25,320,2560000,3.46e-07,2.5e-07,0.0,2.5e-07,2.5e-07
244,batch_normalization_358,BatchNormalization,192,5,5,4800,0,1,192,5,5,4800,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,25,192,921600,2.0759999999999998e-07,1.5e-07,0.0,1.5e-07,1.5e-07
245,activation_550,Activation,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,0,1,0,0.0,0.0,0.0,0.0,320,25,320,2560000,2.5e-07,2.5e-07,0.0,2.5e-07,2.5e-07
246,activation_554,Activation,192,5,5,4800,0,1,192,5,5,4800,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,25,192,921600,1.5e-07,1.5e-07,0.0,1.5e-07,1.5e-07
247,max_pooling2d_20,MaxPooling2D,768,12,12,110592,0,1,768,5,5,19200,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,144,768,84934656,3.456e-06,3.456e-06,0.0,3.456e-06,3.456e-06
248,mixed8,Concatenate,1280,5,5,32000,0,1,1280,5,5,32000,0,1,1,1,1,1,1,1280,0,1,0,0.0,0.0,0.0,0.0,1280,25,1280,40960000,1e-06,1e-06,0.0,1e-06,1e-06
249,conv2d_363,Conv2D,1280,5,5,32000,0,1,448,5,5,11200,0,1,1,1,1,1,1,1280,573440,1,573440,0.0,0.0,5.7344e-05,5.7344e-05,448,25,1280,14336000,7.1344e-05,5.7344e-05,1.4e-05,0.0,1.4e-05
250,batch_normalization_363,BatchNormalization,448,5,5,11200,0,1,448,5,5,11200,0,1,1,1,1,1,1,448,1344,1,1344,0.0,0.0,1.344e-07,1.344e-07,448,25,448,5017600,4.844e-07,3.5e-07,0.0,3.5e-07,3.5e-07
251,activation_559,Activation,448,5,5,11200,0,1,448,5,5,11200,0,1,1,1,1,1,1,448,0,1,0,0.0,0.0,0.0,0.0,448,25,448,5017600,3.5e-07,3.5e-07,0.0,3.5e-07,3.5e-07
252,conv2d_360,Conv2D,1280,5,5,32000,0,1,384,5,5,9600,0,1,1,1,1,1,1,1280,491520,1,491520,0.0,0.0,4.9152e-05,4.9152e-05,384,25,1280,12288000,6.1152e-05,4.9152e-05,1.2e-05,0.0,1.2e-05
253,conv2d_364,Conv2D,448,5,5,11200,0,1,384,5,5,9600,0,1,3,3,1,1,1,448,1548288,1,1548288,0.0,0.0,0.0001548288,0.0001548288,384,25,4032,38707200,0.0001926288,0.0001548288,3.78e-05,0.0,3.78e-05
254,batch_normalization_360,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
255,batch_normalization_364,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
256,activation_556,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
257,activation_560,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
258,conv2d_361,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,1,3,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
259,conv2d_362,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,3,1,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
260,conv2d_365,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,1,3,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
261,conv2d_366,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,3,1,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
262,average_pooling2d_35,AveragePooling2D,1280,5,5,32000,0,1,1280,5,5,32000,0,1,1,1,1,1,1,1280,0,1,0,0.0,0.0,0.0,0.0,1280,25,1280,40960000,1e-06,1e-06,0.0,1e-06,1e-06
263,conv2d_359,Conv2D,1280,5,5,32000,0,1,320,5,5,8000,0,1,1,1,1,1,1,1280,409600,1,409600,0.0,0.0,4.096e-05,4.096e-05,320,25,1280,10240000,5.096e-05,4.096e-05,1e-05,0.0,1e-05
264,batch_normalization_361,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
265,batch_normalization_362,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
266,batch_normalization_365,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
267,batch_normalization_366,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
268,conv2d_367,Conv2D,1280,5,5,32000,0,1,192,5,5,4800,0,1,1,1,1,1,1,1280,245760,1,245760,0.0,0.0,2.4576e-05,2.4576e-05,192,25,1280,6144000,3.0576e-05,2.4576e-05,6e-06,0.0,6e-06
269,batch_normalization_359,BatchNormalization,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,960,1,960,0.0,0.0,9.6e-08,9.6e-08,320,25,320,2560000,3.46e-07,2.5e-07,0.0,2.5e-07,2.5e-07
270,activation_557,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
271,activation_558,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
272,activation_561,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
273,activation_562,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
274,batch_normalization_367,BatchNormalization,192,5,5,4800,0,1,192,5,5,4800,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,25,192,921600,2.0759999999999998e-07,1.5e-07,0.0,1.5e-07,1.5e-07
275,activation_555,Activation,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,0,1,0,0.0,0.0,0.0,0.0,320,25,320,2560000,2.5e-07,2.5e-07,0.0,2.5e-07,2.5e-07
276,mixed9_0,Concatenate,768,5,5,19200,0,1,768,5,5,19200,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,25,768,14745600,6e-07,6e-07,0.0,6e-07,6e-07
277,concatenate_7,Concatenate,768,5,5,19200,0,1,768,5,5,19200,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,25,768,14745600,6e-07,6e-07,0.0,6e-07,6e-07
278,activation_563,Activation,192,5,5,4800,0,1,192,5,5,4800,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,25,192,921600,1.5e-07,1.5e-07,0.0,1.5e-07,1.5e-07
279,mixed9,Concatenate,2048,5,5,51200,0,1,2048,5,5,51200,0,1,1,1,1,1,1,2048,0,1,0,0.0,0.0,0.0,0.0,2048,25,2048,104857600,1.6e-06,1.6e-06,0.0,1.6e-06,1.6e-06
280,conv2d_372,Conv2D,2048,5,5,51200,0,1,448,5,5,11200,0,1,1,1,1,1,1,2048,917504,1,917504,0.0,0.0,9.17504e-05,9.17504e-05,448,25,2048,22937600,0.0001141504,9.17504e-05,2.24e-05,0.0,2.24e-05
281,batch_normalization_372,BatchNormalization,448,5,5,11200,0,1,448,5,5,11200,0,1,1,1,1,1,1,448,1344,1,1344,0.0,0.0,1.344e-07,1.344e-07,448,25,448,5017600,4.844e-07,3.5e-07,0.0,3.5e-07,3.5e-07
282,activation_568,Activation,448,5,5,11200,0,1,448,5,5,11200,0,1,1,1,1,1,1,448,0,1,0,0.0,0.0,0.0,0.0,448,25,448,5017600,3.5e-07,3.5e-07,0.0,3.5e-07,3.5e-07
283,conv2d_369,Conv2D,2048,5,5,51200,0,1,384,5,5,9600,0,1,1,1,1,1,1,2048,786432,1,786432,0.0,0.0,7.86432e-05,7.86432e-05,384,25,2048,19660800,9.78432e-05,7.86432e-05,1.92e-05,0.0,1.92e-05
284,conv2d_373,Conv2D,448,5,5,11200,0,1,384,5,5,9600,0,1,3,3,1,1,1,448,1548288,1,1548288,0.0,0.0,0.0001548288,0.0001548288,384,25,4032,38707200,0.0001926288,0.0001548288,3.78e-05,0.0,3.78e-05
285,batch_normalization_369,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
286,batch_normalization_373,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
287,activation_565,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
288,activation_569,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
289,conv2d_370,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,1,3,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
290,conv2d_371,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,3,1,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
291,conv2d_374,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,1,3,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
292,conv2d_375,Conv2D,384,5,5,9600,0,1,384,5,5,9600,0,1,3,1,1,1,1,384,442368,1,442368,0.0,0.0,4.42368e-05,4.42368e-05,384,25,1152,11059200,5.50368e-05,4.42368e-05,1.08e-05,0.0,1.08e-05
293,average_pooling2d_36,AveragePooling2D,2048,5,5,51200,0,1,2048,5,5,51200,0,1,1,1,1,1,1,2048,0,1,0,0.0,0.0,0.0,0.0,2048,25,2048,104857600,1.6e-06,1.6e-06,0.0,1.6e-06,1.6e-06
294,conv2d_368,Conv2D,2048,5,5,51200,0,1,320,5,5,8000,0,1,1,1,1,1,1,2048,655360,1,655360,0.0,0.0,6.5536e-05,6.5536e-05,320,25,2048,16384000,8.1536e-05,6.5536e-05,1.6e-05,0.0,1.6e-05
295,batch_normalization_370,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
296,batch_normalization_371,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
297,batch_normalization_374,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
298,batch_normalization_375,BatchNormalization,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,1152,1,1152,0.0,0.0,1.152e-07,1.152e-07,384,25,384,3686400,4.1519999999999996e-07,3e-07,0.0,3e-07,3e-07
299,conv2d_376,Conv2D,2048,5,5,51200,0,1,192,5,5,4800,0,1,1,1,1,1,1,2048,393216,1,393216,0.0,0.0,3.93216e-05,3.93216e-05,192,25,2048,9830400,4.89216e-05,3.93216e-05,9.6e-06,0.0,9.6e-06
300,batch_normalization_368,BatchNormalization,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,960,1,960,0.0,0.0,9.6e-08,9.6e-08,320,25,320,2560000,3.46e-07,2.5e-07,0.0,2.5e-07,2.5e-07
301,activation_566,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
302,activation_567,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
303,activation_570,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
304,activation_571,Activation,384,5,5,9600,0,1,384,5,5,9600,0,1,1,1,1,1,1,384,0,1,0,0.0,0.0,0.0,0.0,384,25,384,3686400,3e-07,3e-07,0.0,3e-07,3e-07
305,batch_normalization_376,BatchNormalization,192,5,5,4800,0,1,192,5,5,4800,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,25,192,921600,2.0759999999999998e-07,1.5e-07,0.0,1.5e-07,1.5e-07
306,activation_564,Activation,320,5,5,8000,0,1,320,5,5,8000,0,1,1,1,1,1,1,320,0,1,0,0.0,0.0,0.0,0.0,320,25,320,2560000,2.5e-07,2.5e-07,0.0,2.5e-07,2.5e-07
307,mixed9_1,Concatenate,768,5,5,19200,0,1,768,5,5,19200,0,1,1,1,1,1,1,768,0,1,0,0.0,0.0,0.0,0.0,768,25,768,14745600,6e-07,6e-07,0.0,6e-07,6e-07
