,Total Input Move Time,Total Filter Move Time,Total Output Move Time,Total Move Time,Total Matrix Compute time,Total Vector Compute Time,Total Compute Time,Total Serial Time,Total Parallel Time
0,0.0,0.00032288639999999996,0.0,0.00032288639999999996,0.00119799884375,0.00021589609374999993,0.0014138949375000003,0.0017367813375000001,0.0014959173375000004
