,Total Input Move Time,Total Filter Move Time,Total Output Move Time,Total Move Time,Total Matrix Compute time,Total Vector Compute Time,Total Compute Time,Total Serial Time,Total Parallel Time
0,0.0,0.0021802784,0.0,0.0021802784,0.0034432365000000007,0.000415221,0.0038584575000000076,0.0060387358999999955,0.004698092700000007
