,Total Input Move Time,Total Filter Move Time,Total Output Move Time,Total Move Time,Total Matrix Compute time,Total Vector Compute Time,Total Compute Time,Total Serial Time,Total Parallel Time
0,0.0,0.002358771200000001,0.0,0.002358771200000001,0.0052652827499999975,0.0006763033749999992,0.0059415861250000064,0.008300357325000007,0.006584965325000004
