,Total Input Move Time,Total Filter Move Time,Total Output Move Time,Total Move Time,Total Matrix Compute time,Total Vector Compute Time,Total Compute Time,Total Serial Time,Total Parallel Time
0,0.0,0.0020024384,0.0,0.0020024384,0.019051200000000004,0.00019599999999999997,0.019247200000000006,0.02124963839999999,0.019247200000000006
