,Total Input Move Time,Total Filter Move Time,Total Output Move Time,Total Move Time,Total Matrix Compute time,Total Vector Compute Time,Total Compute Time,Total Serial Time,Total Parallel Time
0,0.0,0.00032288639999999996,0.0,0.00032288639999999996,0.012417636843749998,0.0022427340937499997,0.0146603709375,0.014983257337499997,0.0146603709375
